12/04/2019 13:12:49
x,y
0.0,0.9021473862502596
0.0625,0.8991846717211863
0.125,0.8962316869519225
0.1875,0.8932883999892625
0.25,0.8903547789849373
0.3125,0.8874307921952702
0.375,0.8845164079808328
0.4375,0.8816115948061021
0.5,0.8787163212391211
0.5625,0.8758305559511566
0.625,0.8729542677163618
0.6875,0.8700874254114367
0.75,0.8672299980152938
0.8125,0.8643819546087197
0.875,0.8615432643740427
0.9375,0.8587138965947982
1.0,0.8558938206553965
1.0625,0.8530830060407919
1.125,0.8502814223361517
1.1875,0.8474890392265281
1.25,0.8447058264965295
1.3125,0.8419317540299937
1.375,0.8391667918096622
1.4375,0.8364109099168553
1.5,0.8336640785311482
1.5625,0.830926267930048
1.625,0.8281974484886734
1.6875,0.8254775906794329
1.75,0.8227666650717053
1.8125,0.8200646423315222
1.875,0.8173714932212494
1.9375,0.8146871885992716
2.0,0.8120116994196762
2.0625,0.8093449967319395
2.125,0.8066870516806135
2.1875,0.8040378355050141
2.25,0.8013973195389072
2.3125,0.7987654752102027
2.375,0.7961422740406425
2.4375,0.7935276876454931
2.5,0.7909216877332385
2.5625,0.7883242461052733
2.625,0.7857353346555992
2.6875,0.7831549253705197
2.75,0.7805829903283372
2.8125,0.7780195016990508
2.875,0.7754644317440549
2.9375,0.7729177528158399
3.0,0.7703794373576927
3.0625,0.7678494579033983
3.125,0.7653277870769415
3.1875,0.7628143975922135
3.25,0.7603092622527139
3.3125,0.7578123539512578
3.375,0.7553236456696828
3.4375,0.7528431104785545
3.5,0.750370721536878
3.5625,0.7479064520918055
3.625,0.7454502754783477
3.6875,0.743002165119085
3.75,0.7405620945238789
3.8125,0.7381300372895878
3.875,0.735705967099779
3.9375,0.7332898577244451
4.0,0.7308816830197193
4.0625,0.728481416927594
4.125,0.7260890334756371
4.1875,0.7237045067767123
4.25,0.7213278110286984
4.3125,0.7189589205142093
4.375,0.7165978096003177
4.4375,0.7142444527382761
4.5,0.7118988244632409
4.5625,0.7095608993939972
4.625,0.7072306522326829
4.6875,0.7049080577645164
4.75,0.7025930908575232
4.8125,0.700285726462264
4.875,0.6979859396115634
4.9375,0.6956937054202399
5.0,0.6934089990848368
5.0625,0.6911317958833536
5.125,0.6888620711749789
5.1875,0.6865998003998226
5.25,0.6843449590786517
5.3125,0.6820975228126247
5.375,0.6798574672830271
5.4375,0.6776247682510097
5.5,0.6753994015573237
5.5625,0.6731813431220623
5.625,0.6709705689443989
5.6875,0.6687670551023261
5.75,0.6665707777523996
5.8125,0.6643817131294767
5.875,0.6621998375464628
5.9375,0.6600251273940525
6.0,0.6578575591404752
6.0625,0.6556971093312406
6.125,0.6535437545888836
6.1875,0.6513974716127131
6.25,0.6492582371785591
6.3125,0.6471260281385215
6.375,0.6450008214207186
6.4375,0.642882594029039
6.5,0.6407713230428924
6.5625,0.638666985616961
6.625,0.6365695589809527
6.6875,0.6344790204393541
6.75,0.632395347371186
6.8125,0.6303185172297582
6.875,0.6282485075424247
6.9375,0.6261852959103423
7.0,0.6241288600082259
7.0625,0.6220791775841088
7.125,0.6200362264591014
7.1875,0.6179999845271511
7.25,0.6159704297548032
7.3125,0.6139475401809618
7.375,0.611931293916653
7.4375,0.6099216691447884
7.5,0.607918644119928
7.5625,0.6059221971680449
7.625,0.6039323066862918
7.6875,0.6019489511427667
7.75,0.5999721090762794
7.8125,0.5980017590961203
7.875,0.5960378798818274
7.9375,0.5940804501829577
8.0,0.5921294488188558
8.0625,0.5901848546784243
8.125,0.5882466467198973
8.1875,0.5863148039706104
8.25,0.5843893055267757
8.3125,0.5824701305532543
8.375,0.5805572582833317
8.4375,0.5786506680184926
8.5,0.5767503391281967
8.5625,0.5748562510496562
8.625,0.572968383287613
8.6875,0.5710867154141169
8.75,0.5692112270683038
8.8125,0.5673418979561768
8.875,0.5654787078503858
8.9375,0.5636216365900084
9.0,0.5617706640803327
9.0625,0.5599257702926381
9.125,0.558086935263981
9.1875,0.5562541390969764
9.25,0.5544273619595846
9.3125,0.5526065840848954
9.375,0.5507917857709139
9.4375,0.5489829473803485
9.5,0.5471800493403978
9.5625,0.5453830721425388
9.625,0.5435919963423159
9.6875,0.54180680255913
9.75,0.5400274714760299
9.8125,0.5382539838395022
9.875,0.5364863204592634
9.9375,0.534724462208052
10.0,0.5329683900214225
10.0625,0.5312180848975375
10.125,0.5294735278969636
10.1875,0.5277347001424655
10.25,0.5260015828188018
10.3125,0.5242741571725223
10.375,0.5225524045117639
10.4375,0.520836306206049
10.5,0.5191258436860842
10.5625,0.5174209984435579
10.625,0.5157217520309424
10.6875,0.5140280860612918
10.75,0.5123399822080451
10.8125,0.5106574222048267
10.875,0.5089803878452486
10.9375,0.5073088609827142
11.0,0.5056428235302217
11.0625,0.5039822574601686
11.125,0.5023271448041549
11.1875,0.5006774676527916
11.25,0.4990332081555048
11.3125,0.4973943485203428
11.375,0.49576087101378474
11.4375,0.49413275796054684
11.5,0.4925099917433928
11.5625,0.49089255480294247
11.625,0.48928042963748175
11.6875,0.487673598802774
11.75,0.4860720449118695
11.8125,0.48447575063491943
11.875,0.4828846986989871
11.9375,0.4812988718878614
12.0,0.47971825304187055
12.0625,0.4781428250576958
12.125,0.4765725708881874
12.1875,0.47500747354217954
12.25,0.4734475160843066
12.3125,0.47189268163481957
12.375,0.47034295336940396
12.4375,0.46879831451899756
12.5,0.46725874836960873
12.5625,0.46572423826213605
12.625,0.46419476759218725
12.6875,0.46267031980990025
12.75,0.4611508784197642
12.8125,0.45963642698044016
12.875,0.45812694910458407
12.9375,0.4566224284586686
13.0,0.4551228487628074
13.0625,0.45362819379057795
13.125,0.45213844736884656
13.1875,0.4506535933775936
13.25,0.4491736157497379
13.3125,0.4476984984709644
13.375,0.4462282255795499
13.4375,0.44476278116619083
13.5,0.4433021493738302
13.5625,0.4418463143974876
13.625,0.44039526048408656
13.6875,0.4389489719322853
13.75,0.4375074330923062
13.8125,0.43607062836576616
13.875,0.43463854220550874
13.9375,0.43321115911543545
14.0,0.43178846365033774
14.0625,0.4303704404157307
14.125,0.4289570740676852
14.1875,0.4275483493126632
14.25,0.42614425090735175
14.3125,0.42474476365849767
14.375,0.4233498724227439
14.4375,0.42195956210646457
14.5,0.42057381766560287
14.5625,0.4191926241055075
14.625,0.41781596648077096
14.6875,0.4164438298950668
14.75,0.4150761995009898
14.8125,0.4137130604998943
14.875,0.4123543981417345
14.9375,0.41100019772490526
15.0,0.4096504445960813
15.0625,0.40830512415006115
15.125,0.40696422182960723
15.1875,0.40562772312528894
15.25,0.40429561357532606
15.3125,0.40296787876543116
15.375,0.40164450432865484
15.4375,0.4003254759452296
15.5,0.3990107793424152
15.5625,0.39770040029434406
15.625,0.39639432462186697
15.6875,0.3950925381924003
15.75,0.39379502691977286
15.8125,0.3925017767640736
15.875,0.3912127737314989
15.9375,0.3899280038742021
16.0,0.3886474532901425
16.0625,0.3873711081229343
16.125,0.38609895456169735
16.1875,0.3848309788409069
16.25,0.3835671672402454
16.3125,0.3823075060844541
16.375,0.3810519817431842
16.4375,0.37980058063085054
16.5,0.378553289206483
16.5625,0.3773100939735819
16.625,0.37607098147997053
16.6875,0.3748359383176502
16.75,0.3736049511226551
16.8125,0.3723780065749072
16.875,0.37115509139807296
16.9375,0.369936192359419
17.0,0.36872129626966954
17.0625,0.3675103899828626
17.125,0.3663034603962091
17.1875,0.36510049444995
17.25,0.3639014791272158
17.3125,0.3627064014538851
17.375,0.3615152484984442
17.4375,0.36032800737184767
17.5,0.35914466522737853
17.5625,0.35796520926050934
17.625,0.35678962670876374
17.6875,0.35561790485157774
17.75,0.3544500310101629
17.8125,0.3532859925473691
17.875,0.35212577686754687
17.9375,0.3509693714164124
18.0,0.3498167636809102
18.0625,0.3486679411890792
18.125,0.34752289150991694
18.1875,0.34638160225324527
18.25,0.3452440610695759
18.3125,0.3441102556499775
18.375,0.3429801737259419
18.4375,0.34185380306925195
18.5,0.34073113149184836
18.5625,0.3396121468456983
18.625,0.3384968370226641
18.6875,0.3373851899543721
18.75,0.33627719361208186
18.8125,0.33517283600655645
18.875,0.33407210518793184
18.9375,0.33297498924558866
